Orthogroup	caenorhabditis_elegans.PRJNA13758	nxOscDolc1.1	nxOscOnir1.2	nxOscSper1.1	nxOscSpeu1.1	nxOscTipu1.1	Total
OG0003648	1	1	1	1	1	1	6
OG0003649	1	1	1	1	1	1	6
OG0003650	1	1	1	1	1	1	6
OG0003651	1	1	1	1	1	1	6
OG0003652	1	1	1	1	1	1	6
OG0003653	1	1	1	1	1	1	6
OG0003654	1	1	1	1	1	1	6
OG0003655	1	1	1	1	1	1	6
OG0003656	1	1	1	1	1	1	6
OG0003657	1	1	1	1	1	1	6
OG0003658	1	1	1	1	1	1	6
OG0003659	1	1	1	1	1	1	6
OG0003660	1	1	1	1	1	1	6
OG0003661	1	1	1	1	1	1	6
OG0003662	1	1	1	1	1	1	6
OG0003663	1	1	1	1	1	1	6
OG0003664	1	1	1	1	1	1	6
OG0003665	1	1	1	1	1	1	6
OG0003666	1	1	1	1	1	1	6
OG0003667	1	1	1	1	1	1	6
OG0003668	1	1	1	1	1	1	6
OG0003669	1	1	1	1	1	1	6
OG0003670	1	1	1	1	1	1	6
OG0003671	1	1	1	1	1	1	6
OG0003672	1	1	1	1	1	1	6
OG0003673	1	1	1	1	1	1	6
OG0003674	1	1	1	1	1	1	6
OG0003675	1	1	1	1	1	1	6
OG0003676	1	1	1	1	1	1	6
OG0003677	1	1	1	1	1	1	6
OG0003678	1	1	1	1	1	1	6
OG0003679	1	1	1	1	1	1	6
OG0003680	1	1	1	1	1	1	6
OG0003681	1	1	1	1	1	1	6
OG0003682	1	1	1	1	1	1	6
OG0003683	1	1	1	1	1	1	6
OG0003684	1	1	1	1	1	1	6
OG0003685	1	1	1	1	1	1	6
OG0003686	1	1	1	1	1	1	6
OG0003687	1	1	1	1	1	1	6
OG0003688	1	1	1	1	1	1	6
OG0003689	1	1	1	1	1	1	6
OG0003690	1	1	1	1	1	1	6
OG0003691	1	1	1	1	1	1	6
OG0003692	1	1	1	1	1	1	6
OG0003693	1	1	1	1	1	1	6
OG0003694	1	1	1	1	1	1	6
OG0003695	1	1	1	1	1	1	6
OG0003696	1	1	1	1	1	1	6
OG0003697	1	1	1	1	1	1	6
OG0003698	1	1	1	1	1	1	6
OG0003699	1	1	1	1	1	1	6
OG0003700	1	1	1	1	1	1	6
OG0003701	1	1	1	1	1	1	6
OG0003702	1	1	1	1	1	1	6
OG0003703	1	1	1	1	1	1	6
OG0003704	1	1	1	1	1	1	6
OG0003705	1	1	1	1	1	1	6
OG0003706	1	1	1	1	1	1	6
OG0003707	1	1	1	1	1	1	6
OG0003708	1	1	1	1	1	1	6
OG0003709	1	1	1	1	1	1	6
OG0003710	1	1	1	1	1	1	6
OG0003711	1	1	1	1	1	1	6
OG0003712	1	1	1	1	1	1	6
OG0003713	1	1	1	1	1	1	6
OG0003714	1	1	1	1	1	1	6
OG0003715	1	1	1	1	1	1	6
OG0003716	1	1	1	1	1	1	6
OG0003717	1	1	1	1	1	1	6
OG0003718	1	1	1	1	1	1	6
OG0003719	1	1	1	1	1	1	6
OG0003720	1	1	1	1	1	1	6
OG0003721	1	1	1	1	1	1	6
OG0003722	1	1	1	1	1	1	6
OG0003723	1	1	1	1	1	1	6
OG0003724	1	1	1	1	1	1	6
OG0003725	1	1	1	1	1	1	6
OG0003726	1	1	1	1	1	1	6
OG0003727	1	0	2	1	0	2	6
OG0003728	1	1	1	1	1	1	6
OG0003729	1	1	1	1	1	1	6
OG0003730	1	1	1	1	1	1	6
OG0003731	1	1	1	1	1	1	6
OG0003732	1	1	1	1	1	1	6
OG0003733	1	1	1	1	1	1	6
OG0003734	1	1	1	1	1	1	6
OG0003735	1	1	1	1	1	1	6
OG0003736	1	1	1	1	1	1	6
OG0003737	1	1	1	1	1	1	6
OG0003738	1	1	1	1	1	1	6
OG0003739	1	1	1	1	1	1	6
OG0003740	1	1	1	1	1	1	6
OG0003741	1	1	1	1	1	1	6
OG0003742	1	1	1	1	1	1	6
OG0003743	1	1	0	1	2	1	6
OG0003744	1	1	1	1	1	1	6
OG0003745	1	1	1	1	1	1	6
OG0003746	1	1	1	1	1	1	6
OG0003747	1	1	1	1	1	1	6
OG0003748	1	1	1	1	1	1	6
OG0003749	1	1	1	1	1	1	6
OG0003750	1	1	1	1	1	1	6
OG0003751	1	1	1	1	1	1	6
OG0003752	1	1	1	1	1	1	6
OG0003753	1	1	1	1	1	1	6
OG0003754	1	1	1	1	1	1	6
OG0003755	1	1	1	1	1	1	6
OG0003756	1	1	1	1	1	1	6
OG0003757	1	1	1	1	1	1	6
OG0003758	1	1	1	1	1	1	6
OG0003759	1	1	1	1	1	1	6
OG0003760	1	1	1	1	1	1	6
OG0003761	1	1	1	1	1	1	6
OG0003762	1	1	1	1	1	1	6
OG0003763	1	1	1	1	1	1	6
OG0003764	1	1	1	1	1	1	6
OG0003765	1	1	1	1	1	1	6
OG0003766	1	1	1	1	1	1	6
OG0003767	1	1	1	1	1	1	6
OG0003768	1	1	1	1	1	1	6
OG0003769	1	1	1	1	1	1	6
OG0003770	1	1	1	1	1	1	6
OG0003771	1	1	1	1	1	1	6
OG0003772	1	1	1	1	1	1	6
OG0003773	1	1	1	1	1	1	6
OG0003774	1	1	1	1	1	1	6
OG0003775	1	1	1	1	1	1	6
OG0003776	1	1	1	1	1	1	6
OG0003777	1	1	1	1	1	1	6
OG0003778	1	1	1	1	1	1	6
OG0003779	1	1	1	1	1	1	6
OG0003780	1	1	1	1	1	1	6
OG0003781	1	1	1	1	1	1	6
OG0003782	1	1	1	1	1	1	6
OG0003783	1	1	1	1	1	1	6
OG0003784	1	1	1	1	1	1	6
OG0003785	1	1	1	1	1	1	6
OG0003786	1	1	1	1	1	1	6
OG0003787	4	0	0	0	2	0	6
OG0003788	1	1	1	0	1	2	6
OG0003789	1	1	1	1	1	1	6
OG0003790	1	1	1	1	1	1	6
OG0003791	1	1	1	1	1	1	6
OG0003792	1	1	1	1	1	1	6
OG0003793	1	1	1	1	1	1	6
OG0003794	1	1	1	1	1	1	6
OG0003795	1	1	1	1	1	1	6
OG0003796	1	1	1	1	1	1	6
OG0003797	1	1	1	1	1	1	6
OG0003798	1	1	1	1	1	1	6
OG0003799	1	1	1	1	1	1	6
OG0003800	1	1	1	1	1	1	6
OG0003801	1	1	1	1	1	1	6
OG0003802	1	1	1	1	1	1	6
OG0003803	1	1	0	1	2	1	6
OG0003804	1	1	1	1	1	1	6
OG0003805	1	1	1	1	1	1	6
OG0003806	1	1	1	1	1	1	6
OG0003807	1	1	1	1	1	1	6
OG0003808	1	1	1	1	1	1	6
OG0003809	1	1	1	1	1	1	6
OG0003810	1	1	1	1	1	1	6
OG0003811	1	1	1	1	1	1	6
OG0003812	1	1	1	1	1	1	6
OG0003813	1	1	1	1	1	1	6
OG0003814	1	1	1	1	1	1	6
OG0003815	1	1	1	1	1	1	6
OG0003816	1	1	1	1	1	1	6
OG0003817	1	1	1	1	1	1	6
OG0003818	1	1	1	1	1	1	6
OG0003819	1	1	1	1	1	1	6
OG0003820	1	1	1	1	1	1	6
OG0003821	1	1	1	1	1	1	6
OG0003822	1	1	1	1	1	1	6
OG0003823	1	1	1	1	1	1	6
OG0003824	1	1	1	1	1	1	6
OG0003825	1	1	1	1	1	1	6
OG0003826	1	1	1	1	1	1	6
OG0003827	1	1	1	1	1	1	6
OG0003828	1	1	1	1	1	1	6
OG0003829	1	1	1	1	1	1	6
OG0003830	1	1	1	1	1	1	6
OG0003831	1	1	1	1	1	1	6
OG0003832	1	1	1	1	1	1	6
OG0003833	1	1	1	1	1	1	6
OG0003834	1	1	1	1	1	1	6
OG0003835	1	1	1	1	1	1	6
OG0003836	1	1	1	1	1	1	6
OG0003837	1	1	1	1	1	1	6
OG0003838	1	1	1	1	1	1	6
OG0003839	1	1	1	1	1	1	6
OG0003840	1	1	1	1	1	1	6
OG0003841	1	1	1	1	1	1	6
OG0003842	1	1	1	1	1	1	6
OG0003843	1	1	1	1	1	1	6
OG0003844	1	1	1	1	1	1	6
OG0003845	1	1	1	1	1	1	6
OG0003846	1	1	1	1	1	1	6
OG0003847	1	1	1	1	1	1	6
OG0003848	1	1	1	1	1	1	6
OG0003849	1	1	1	1	1	1	6
OG0003850	6	0	0	0	0	0	6
OG0003851	1	1	1	1	1	1	6
OG0003852	1	1	1	1	1	1	6
OG0003853	1	1	1	1	1	1	6
OG0003854	1	1	1	1	1	1	6
OG0003855	1	1	1	1	1	1	6
OG0003856	1	1	1	1	1	1	6
OG0003857	1	1	1	1	1	1	6
OG0003858	1	1	1	1	1	1	6
OG0003859	1	1	1	1	1	1	6
OG0003860	1	1	1	1	1	1	6
OG0003861	1	1	1	1	1	1	6
OG0003862	1	1	1	1	1	1	6
OG0003863	1	1	1	1	1	1	6
OG0003864	1	1	1	1	1	1	6
OG0003865	1	1	1	1	1	1	6
OG0003866	1	1	1	1	1	1	6
OG0003867	1	1	1	1	1	1	6
OG0003868	1	1	1	1	1	1	6
OG0003869	1	1	1	1	1	1	6
OG0003870	1	1	1	1	1	1	6
OG0003871	1	1	1	1	1	1	6
OG0003872	1	1	1	1	1	1	6
OG0003873	1	1	1	1	1	1	6
OG0003874	1	1	1	1	1	1	6
OG0003875	1	1	1	1	1	1	6
OG0003876	1	1	1	1	1	1	6
OG0003877	1	1	1	1	1	1	6
OG0003878	1	1	1	1	1	1	6
OG0003879	1	1	1	1	1	1	6
OG0003880	1	1	1	1	1	1	6
OG0003881	1	1	1	1	1	1	6
OG0003882	1	1	1	1	1	1	6
OG0003883	1	1	1	1	1	1	6
OG0003884	1	1	1	1	1	1	6
OG0003885	1	1	1	1	1	1	6
OG0003886	1	1	1	1	1	1	6
OG0003887	1	1	1	1	1	1	6
OG0003888	1	1	1	1	1	1	6
OG0003889	1	1	1	1	1	1	6
OG0003890	1	1	1	1	1	1	6
OG0003891	1	1	1	1	1	1	6
OG0003892	1	1	1	1	1	1	6
OG0003893	1	1	1	1	1	1	6
OG0003894	1	1	1	1	1	1	6
OG0003895	1	1	1	1	1	1	6
OG0003896	1	1	1	1	1	1	6
OG0003897	1	1	1	1	1	1	6
OG0003898	1	1	1	1	1	1	6
OG0003899	1	1	1	1	1	1	6
OG0003900	1	1	1	1	1	1	6
OG0003901	1	1	1	1	1	1	6
OG0003902	1	1	1	1	1	1	6
OG0003903	1	1	1	1	1	1	6
OG0003904	1	1	1	1	1	1	6
OG0003905	1	1	1	1	1	1	6
OG0003906	1	1	1	1	1	1	6
OG0003907	1	1	1	1	1	1	6
OG0003908	1	1	1	1	1	1	6
OG0003909	1	1	1	1	1	1	6
OG0003910	1	1	1	1	1	1	6
OG0003911	1	1	1	1	1	1	6
OG0003912	1	1	1	1	1	1	6
OG0003913	1	1	1	1	1	1	6
OG0003914	1	1	1	1	1	1	6
OG0003915	1	1	1	1	1	1	6
OG0003916	1	1	1	1	1	1	6
OG0003917	1	1	1	1	1	1	6
OG0003918	1	1	1	1	1	1	6
OG0003919	1	1	1	1	1	1	6
OG0003920	1	1	1	1	1	1	6
OG0003921	1	1	1	1	1	1	6
OG0003922	1	1	1	1	1	1	6
OG0003923	1	1	1	1	1	1	6
OG0003924	1	1	1	1	1	1	6
OG0003925	1	1	1	1	1	1	6
OG0003926	1	1	1	1	1	1	6
OG0003927	1	1	1	1	1	1	6
OG0003928	1	1	1	1	1	1	6
OG0003929	1	1	1	1	1	1	6
OG0003930	1	1	1	1	1	1	6
OG0003931	1	1	1	1	1	1	6
OG0003932	1	1	1	1	1	1	6
OG0003933	1	1	1	1	1	1	6
OG0003934	1	1	1	1	1	1	6
OG0003935	1	1	1	1	1	1	6
OG0003936	1	1	1	1	1	1	6
OG0003937	1	1	1	1	1	1	6
OG0003938	1	1	1	1	1	1	6
OG0003939	1	1	1	1	1	1	6
OG0003940	1	1	1	1	1	1	6
OG0003941	1	1	1	1	1	1	6
OG0003942	1	1	1	1	1	1	6
OG0003943	1	1	1	1	1	1	6
OG0003944	1	1	1	1	1	1	6
OG0003945	1	1	1	1	1	1	6
OG0003946	1	1	1	1	1	1	6
OG0003947	1	1	1	1	1	1	6
OG0003948	1	1	1	1	1	1	6
OG0003949	1	1	1	1	1	1	6
OG0003950	1	1	1	1	1	1	6
OG0003951	1	1	1	1	1	1	6
OG0003952	1	1	1	1	1	1	6
OG0003953	1	1	1	1	1	1	6
OG0003954	1	1	1	1	1	1	6
OG0003955	1	1	1	1	1	1	6
OG0003956	1	1	1	1	1	1	6
OG0003957	1	1	1	1	1	1	6
OG0003958	1	1	1	1	1	1	6
OG0003959	1	1	1	1	1	1	6
OG0003960	1	1	1	1	1	1	6
OG0003961	1	1	1	1	1	1	6
OG0003962	1	1	1	1	1	1	6
OG0003963	1	1	1	1	1	1	6
OG0003964	1	1	1	1	1	1	6
OG0003965	1	1	1	1	1	1	6
OG0003966	1	1	1	1	1	1	6
OG0003967	1	1	1	1	1	1	6
OG0003968	1	1	1	1	1	1	6
OG0003969	1	1	1	1	1	1	6
OG0003970	1	1	1	1	1	1	6
OG0003971	1	1	1	1	1	1	6
OG0003972	1	1	1	1	1	1	6
OG0003973	1	1	1	1	1	1	6
OG0003974	1	1	1	1	1	1	6
OG0003975	1	1	1	1	1	1	6
OG0003976	1	1	1	1	1	1	6
OG0003977	1	1	1	1	1	1	6
OG0003978	1	1	1	1	1	1	6
OG0003979	1	1	1	1	1	1	6
OG0003980	1	1	1	1	1	1	6
OG0003981	1	1	1	1	1	1	6
OG0003982	1	1	1	1	1	1	6
OG0003983	1	1	1	1	1	1	6
OG0003984	1	1	1	1	1	1	6
OG0003985	1	1	1	1	1	1	6
OG0003986	1	1	1	1	1	1	6
OG0003987	1	1	1	1	1	1	6
OG0003988	1	1	1	1	1	1	6
OG0003989	1	1	1	1	1	1	6
OG0003990	1	1	1	1	1	1	6
OG0003991	1	1	1	1	1	1	6
OG0003992	1	1	1	1	1	1	6
OG0003993	1	1	1	1	1	1	6
OG0003994	1	1	1	1	1	1	6
OG0003995	1	1	1	1	1	1	6
OG0003996	1	1	1	1	1	1	6
OG0003997	1	1	1	1	1	1	6
OG0003998	1	1	1	1	1	1	6
OG0003999	1	1	1	1	1	1	6
OG0004000	1	1	1	1	1	1	6
OG0004001	1	1	1	1	1	1	6
OG0004002	1	1	1	1	1	1	6
OG0004003	1	1	1	1	1	1	6
OG0004004	1	1	1	1	1	1	6
OG0004005	1	1	1	1	1	1	6
OG0004006	1	1	1	1	1	1	6
OG0004007	1	1	1	1	1	1	6
OG0004008	1	1	1	1	1	1	6
OG0004009	1	1	1	1	1	1	6
OG0004010	1	1	1	1	1	1	6
OG0004011	1	1	1	1	1	1	6
OG0004012	1	1	1	1	1	1	6
OG0004013	1	1	1	1	1	1	6
OG0004014	1	1	1	1	1	1	6
OG0004015	1	1	1	1	1	1	6
OG0004016	1	1	1	1	1	1	6
OG0004017	1	1	1	1	1	1	6
OG0004018	1	1	1	1	1	1	6
OG0004019	1	1	1	1	1	1	6
OG0004020	1	1	1	1	1	1	6
OG0004021	1	1	1	1	1	1	6
OG0004022	1	1	1	1	1	1	6
OG0004023	1	1	1	1	1	1	6
OG0004024	1	1	1	1	1	1	6
OG0004025	1	1	1	1	1	1	6
OG0004026	1	1	1	1	1	1	6
OG0004027	1	1	1	1	1	1	6
OG0004028	1	1	1	1	1	1	6
OG0004029	1	1	1	1	1	1	6
OG0004030	1	1	1	1	1	1	6
OG0004031	1	1	1	1	1	1	6
OG0004032	1	1	1	1	1	1	6
OG0004033	1	1	1	1	1	1	6
OG0004034	1	1	1	1	1	1	6
OG0004035	1	1	1	1	1	1	6
OG0004036	2	1	1	0	1	1	6
OG0004037	1	1	1	1	1	1	6
OG0004038	1	1	1	1	1	1	6
OG0004039	1	1	1	1	1	1	6
OG0004040	1	1	1	1	1	1	6
OG0004041	1	1	1	1	1	1	6
OG0004042	1	1	1	1	1	1	6
OG0004043	1	1	1	1	1	1	6
OG0004044	1	1	1	1	1	1	6
OG0004045	1	1	1	1	1	1	6
OG0004046	1	1	1	1	1	1	6
OG0004047	1	1	1	1	1	1	6
OG0004048	1	1	1	1	1	1	6
OG0004049	1	1	1	1	1	1	6
OG0004050	1	1	1	1	1	1	6
OG0004051	1	1	1	1	1	1	6
OG0004052	1	1	1	1	1	1	6
OG0004053	1	1	1	1	1	1	6
OG0004054	1	1	1	1	1	1	6
OG0004055	1	1	1	1	1	1	6
OG0004056	1	0	2	0	2	1	6
OG0004057	1	1	1	1	1	1	6
OG0004058	1	1	1	1	1	1	6
OG0004059	1	1	1	1	1	1	6
OG0004060	1	1	1	1	1	1	6
OG0004061	1	1	1	1	1	1	6
OG0004062	1	1	1	1	1	1	6
OG0004063	1	1	1	1	1	1	6
OG0004064	1	1	1	1	1	1	6
OG0004065	1	1	1	1	1	1	6
OG0004066	1	1	1	1	1	1	6
OG0004067	1	1	1	1	1	1	6
OG0004068	1	1	1	1	1	1	6
OG0004069	1	1	1	1	1	1	6
OG0004070	1	1	1	1	1	1	6
OG0004071	1	1	1	1	1	1	6
OG0004072	1	1	1	1	1	1	6
OG0004073	1	1	1	1	1	1	6
OG0004074	1	1	1	1	1	1	6
OG0004075	1	1	1	1	1	1	6
OG0004076	1	1	1	1	1	1	6
OG0004077	1	1	1	1	1	1	6
OG0004078	1	1	1	1	1	1	6
OG0004079	1	1	1	1	1	1	6
OG0004080	1	1	1	1	1	1	6
OG0004081	1	1	1	1	1	1	6
OG0004082	1	1	1	1	1	1	6
OG0004083	1	1	1	1	1	1	6
OG0004084	1	1	1	1	1	1	6
OG0004085	1	1	1	1	1	1	6
OG0004086	1	1	1	1	1	1	6
OG0004087	1	1	1	1	1	1	6
OG0004088	1	1	1	1	1	1	6
OG0004089	1	1	1	1	1	1	6
OG0004090	1	1	1	1	1	1	6
OG0004091	1	1	1	1	1	1	6
OG0004092	1	1	1	1	1	1	6
OG0004093	1	1	1	1	1	1	6
OG0004094	1	1	1	1	1	1	6
OG0004095	1	1	1	1	1	1	6
OG0004096	1	1	1	1	1	1	6
OG0004097	1	1	1	1	1	1	6
OG0004098	1	1	1	1	1	1	6
OG0004099	1	1	1	1	1	1	6
OG0004100	1	1	1	1	1	1	6
OG0004101	1	1	1	1	1	1	6
OG0004102	1	1	1	1	1	1	6
OG0004103	1	1	1	1	1	1	6
OG0004104	1	1	1	1	1	1	6
OG0004105	1	1	1	1	1	1	6
OG0004106	1	1	1	1	1	1	6
OG0004107	1	1	1	1	1	1	6
OG0004108	1	1	1	1	1	1	6
OG0004109	1	1	1	1	1	1	6
OG0004110	1	1	1	1	1	1	6
OG0004111	1	1	1	1	1	1	6
OG0004112	1	1	1	1	1	1	6
OG0004113	1	1	1	1	1	1	6
OG0004114	1	1	1	1	1	1	6
OG0004115	1	1	1	1	1	1	6
OG0004116	1	1	1	1	1	1	6
OG0004117	1	0	1	1	2	1	6
OG0004118	1	1	1	1	1	1	6
OG0004119	1	1	1	1	1	1	6
OG0004120	1	1	1	1	1	1	6
OG0004121	1	1	1	1	1	1	6
OG0004122	1	1	1	1	1	1	6
OG0004123	1	1	1	1	1	1	6
OG0004124	1	1	1	1	1	1	6
OG0004125	1	1	1	1	1	1	6
OG0004126	1	1	1	1	1	1	6
OG0004127	1	1	1	1	1	1	6
OG0004128	1	1	1	1	1	1	6
OG0004129	1	1	1	1	1	1	6
OG0004130	1	1	1	1	1	1	6
OG0004131	1	1	1	1	1	1	6
OG0004132	1	1	1	1	1	1	6
OG0004133	1	1	1	1	1	1	6
OG0004134	1	1	1	1	1	1	6
OG0004135	1	1	1	1	1	1	6
OG0004136	1	1	1	1	0	2	6
OG0004137	1	1	1	1	1	1	6
OG0004138	1	1	1	1	1	1	6
OG0004139	1	1	1	1	1	1	6
OG0004140	1	1	1	1	1	1	6
OG0004141	1	1	1	1	1	1	6
OG0004142	1	1	1	1	1	1	6
OG0004143	1	1	1	1	1	1	6
OG0004144	1	1	1	1	1	1	6
OG0004145	1	1	1	1	1	1	6
OG0004146	1	1	1	1	1	1	6
OG0004147	1	2	1	0	1	1	6
OG0004148	1	1	1	1	1	1	6
OG0004149	1	1	1	1	1	1	6
OG0004150	1	1	1	1	1	1	6
OG0004151	1	1	1	1	1	1	6
OG0004152	1	1	1	1	1	1	6
OG0004153	1	1	1	1	1	1	6
OG0004154	1	1	1	1	1	1	6
OG0004155	1	1	1	1	1	1	6
OG0004156	1	1	1	1	1	1	6
OG0004157	1	1	1	1	1	1	6
OG0004158	1	1	1	1	1	1	6
OG0004159	1	1	1	1	1	1	6
OG0004160	1	1	1	1	1	1	6
OG0004161	1	1	1	1	1	1	6
OG0004162	1	1	1	1	1	1	6
OG0004163	1	1	1	1	1	1	6
OG0004164	1	1	1	1	1	1	6
OG0004165	1	1	1	1	1	1	6
OG0004166	1	1	1	1	1	1	6
OG0004167	1	1	1	1	1	1	6
OG0004168	1	1	1	1	1	1	6
OG0004169	1	1	1	1	1	1	6
OG0004170	1	1	1	1	1	1	6
OG0004171	1	1	1	1	1	1	6
OG0004172	1	1	1	1	1	1	6
OG0004173	1	1	1	1	1	1	6
OG0004174	1	1	1	1	1	1	6
OG0004175	1	1	1	1	1	1	6
OG0004176	1	1	1	1	1	1	6
OG0004177	1	1	1	1	1	1	6
OG0004178	1	1	1	1	1	1	6
OG0004179	1	1	1	1	1	1	6
OG0004180	1	1	1	1	1	1	6
OG0004181	1	1	1	1	1	1	6
OG0004182	1	1	1	1	1	1	6
OG0004183	1	1	1	1	1	1	6
OG0004184	1	1	1	1	1	1	6
OG0004185	1	1	1	1	1	1	6
OG0004186	1	1	1	1	1	1	6
OG0004187	1	1	1	1	1	1	6
OG0004188	1	1	1	1	1	1	6
OG0004189	1	1	1	1	1	1	6
OG0004190	1	1	1	1	1	1	6
OG0004191	1	1	1	1	1	1	6
OG0004192	1	1	1	1	1	1	6
OG0004193	1	1	1	1	1	1	6
OG0004194	1	1	1	1	1	1	6
OG0004195	1	1	1	1	1	1	6
OG0004196	1	1	1	1	1	1	6
OG0004197	1	1	1	1	1	1	6
OG0004198	1	1	1	1	1	1	6
OG0004199	1	1	1	1	1	1	6
OG0004200	1	1	1	1	1	1	6
OG0004201	1	1	1	1	1	1	6
OG0004202	1	1	1	1	1	1	6
OG0004203	1	1	1	1	1	1	6
OG0004204	1	1	1	1	1	1	6
OG0004205	1	1	1	1	1	1	6
OG0004206	1	1	1	1	1	1	6
OG0004207	1	1	1	1	1	1	6
OG0004208	1	1	1	1	1	1	6
OG0004209	1	1	1	1	1	1	6
OG0004210	1	1	1	1	1	1	6
OG0004211	1	1	1	1	1	1	6
OG0004212	1	1	1	1	1	1	6
OG0004213	1	1	1	1	1	1	6
OG0004214	1	1	1	1	1	1	6
OG0004215	1	1	1	1	1	1	6
OG0004216	1	1	1	1	1	1	6
OG0004217	1	1	1	1	1	1	6
OG0004218	1	1	1	1	1	1	6
OG0004219	1	1	1	1	1	1	6
OG0004220	1	1	1	1	1	1	6
OG0004221	1	1	1	1	1	1	6
OG0004222	1	1	1	1	1	1	6
OG0004223	1	1	1	1	1	1	6
OG0004224	2	1	1	1	0	1	6
OG0004225	1	1	1	0	2	1	6
OG0004226	6	0	0	0	0	0	6
OG0004227	1	1	1	1	1	1	6
OG0004228	1	1	1	1	1	1	6
OG0004229	1	1	1	1	1	1	6
OG0004230	1	1	1	1	1	1	6
OG0004231	1	1	1	1	1	1	6
OG0004232	1	1	1	1	1	1	6
OG0004233	1	1	1	1	1	1	6
OG0004234	1	1	1	1	1	1	6
OG0004235	1	1	1	1	1	1	6
OG0004236	1	1	1	1	1	1	6
OG0004237	1	1	1	1	1	1	6
OG0004238	1	1	1	1	1	1	6
OG0004239	1	1	1	1	1	1	6
OG0004240	1	1	1	1	1	1	6
OG0004241	1	1	1	1	1	1	6
OG0004242	1	1	1	1	1	1	6
OG0004243	1	1	1	1	1	1	6
OG0004244	1	1	1	1	1	1	6
OG0004245	1	1	1	1	1	1	6
OG0004246	1	1	1	1	1	1	6
OG0004247	1	1	1	1	1	1	6
OG0004248	1	1	1	1	1	1	6
OG0004249	1	1	1	1	1	1	6
OG0004250	1	1	1	1	1	1	6
OG0004251	1	1	1	1	1	1	6
OG0004252	1	1	1	1	1	1	6
OG0004253	1	1	1	1	1	1	6
OG0004254	1	1	1	1	1	1	6
OG0004255	1	1	1	1	1	1	6
OG0004256	1	1	1	1	1	1	6
OG0004257	1	1	1	1	1	1	6
OG0004258	1	1	1	1	1	1	6
OG0004259	1	1	1	1	1	1	6
OG0004260	1	1	1	1	1	1	6
OG0004261	1	1	1	1	1	1	6
OG0004262	1	1	1	1	1	1	6
OG0004263	1	1	1	1	1	1	6
OG0004264	1	1	1	1	1	1	6
OG0004265	1	1	1	1	1	1	6
OG0004266	1	1	1	1	1	1	6
OG0004267	1	1	1	1	1	1	6
OG0004268	1	1	1	1	1	1	6
OG0004269	6	0	0	0	0	0	6
OG0004270	1	1	1	1	1	1	6
OG0004271	1	1	1	1	1	1	6
OG0004272	1	1	1	1	1	1	6
OG0004273	1	1	1	1	1	1	6
OG0004274	1	1	1	1	1	1	6
OG0004275	1	1	1	1	1	1	6
OG0004276	1	1	1	1	1	1	6
OG0004277	1	1	1	1	1	1	6
OG0004278	1	1	1	1	1	1	6
OG0004279	1	1	1	1	1	1	6
OG0004280	1	1	1	1	1	1	6
OG0004281	1	1	1	1	1	1	6
OG0004282	1	1	1	1	1	1	6
OG0004283	1	1	1	1	1	1	6
OG0004284	1	1	1	1	1	1	6
OG0004285	1	1	1	1	1	1	6
OG0004286	1	1	1	1	1	1	6
OG0004287	1	1	1	1	1	1	6
OG0004288	1	1	1	1	1	1	6
OG0004289	1	1	1	1	1	1	6
OG0004290	1	1	1	1	1	1	6
OG0004291	1	1	1	1	1	1	6
OG0004292	1	1	1	1	1	1	6
OG0004293	1	1	1	1	1	1	6
OG0004294	1	1	1	1	1	1	6
OG0004295	1	1	1	1	1	1	6
OG0004296	1	1	1	1	1	1	6
OG0004297	1	1	1	1	1	1	6
OG0004298	1	1	1	1	1	1	6
OG0004299	1	1	1	1	1	1	6
OG0004300	1	1	1	1	1	1	6
OG0004301	1	1	1	1	1	1	6
OG0004302	1	1	1	1	1	1	6
OG0004303	1	1	3	0	1	0	6
OG0004304	1	1	1	1	1	1	6
OG0004305	1	1	1	1	1	1	6
OG0004306	1	1	1	1	1	1	6
OG0004307	1	1	1	1	1	1	6
OG0004308	1	1	1	1	1	1	6
OG0004309	1	1	1	1	1	1	6
OG0004310	1	1	1	1	1	1	6
OG0004311	1	1	1	1	1	1	6
OG0004312	1	1	1	1	1	1	6
OG0004313	1	1	1	1	1	1	6
OG0004314	1	1	1	1	1	1	6
OG0004315	1	1	1	1	1	1	6
OG0004316	1	1	1	1	1	1	6
OG0004317	1	1	1	1	1	1	6
OG0004318	1	1	1	1	1	1	6
OG0004319	1	1	1	1	1	1	6
OG0004320	1	1	1	1	1	1	6
OG0004321	1	1	1	1	1	1	6
OG0004322	1	1	1	1	1	1	6
OG0004323	1	1	1	1	1	1	6
OG0004324	1	1	1	1	1	1	6
OG0004325	1	1	1	1	1	1	6
OG0004326	1	1	1	1	1	1	6
OG0004327	1	1	1	1	1	1	6
OG0004328	1	1	1	1	1	1	6
OG0004329	1	1	1	1	1	1	6
OG0004330	1	1	1	1	1	1	6
OG0004331	1	1	1	1	1	1	6
OG0004332	1	1	1	1	1	1	6
OG0004333	1	1	1	1	1	1	6
OG0004334	1	1	1	1	1	1	6
OG0004335	1	1	1	1	1	1	6
OG0004336	1	1	1	1	1	1	6
OG0004337	1	1	1	1	1	1	6
OG0004338	1	1	1	1	1	1	6
OG0004339	1	1	1	1	1	1	6
OG0004340	1	1	1	1	1	1	6
OG0004341	1	1	1	1	1	1	6
OG0004342	1	1	1	1	1	1	6
